门市名称,地址,营业时间,座标,附加服务
中港門市,台中市西區台灣大道二段363號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:00,"(24.154302, 120.664402)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
河南青海門市,台中市西屯區河南路二段431號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(24.170448, 120.643468)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台中新時代門市,台中市東區復興路四段186號1-1號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(24.1362895, 120.687691)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
中正繼光門市,台中市中區台灣大道一段138號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(24.139520, 120.683079)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
廣三SOGO門市,台中市西區台灣大道二段459號2樓,星期一、星期二、星期三、星期四、星期五 11:00~22:00，星期六、星期日 10:30~22:00,"(24.155388, 120.661833)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
沙鹿北勢門市,台中市沙鹿區台灣大道七段373號(提供電動車快充服務),星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(24.230860, 120.573258)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, DT Pickup 車道取餐, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
園道門市,台中市西區公益路68號1樓,星期一、星期二、星期三、星期四、星期日 07:00~22:00，星期五、星期六 07:00~22:30,"(24.151148, 120.663589)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
台中遠百門市,台中市西屯區台灣大道三段251號11樓,星期一、星期二、星期三、星期四、星期五 11:00~22:00，星期六、星期日 10:30~22:00,"(24.164863, 120.644717)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
米平方門市,台中市西屯區國安一路168號,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:30~21:30,"(24.192132, 120.611642)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
三越一店門市,台中市西屯區台灣大道三段301號3樓,星期一、星期二、星期三、星期四、星期五 11:00~22:00，星期六、星期日 10:30~22:00,"(24.165336, 120.643712)","Bake-in 新鮮現烤, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
台中三越11門市,台中市西屯區台灣大道三段301號11樓,星期一、星期二、星期三、星期四、星期五 11:00~22:00，星期六、星期日 10:30~22:00,"(24.165211, 120.6437)","Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
超億門市,台中市西區公益路128號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(24.150897, 120.660605)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
朝富門市,台中市西屯區朝富路83號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(24.166152, 120.637408)","Pour Over 手沖咖啡, Starbucks Reserve™ 典藏咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
福康門市,台中市西屯區福康路1.3號1樓,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:30~21:30,"(24.182996, 120.616525)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
美村向上門市,台中市西區美村路一段319號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(24.146612, 120.661752)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
沙鹿門市,台中市沙鹿區沙田路103號,星期一、星期二、星期三、星期四、星期五 06:30~22:00，星期六、星期日 07:00~21:30,"(24.234698, 120.558681)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
童綜合門市,台中市梧棲區台灣大道八段699號,星期一、星期二、星期三、星期四、星期五 07:00~20:00，星期六 07:30~15:30,"(24.247137, 120.542648)",
誠品480門市,台中市西屯區市政路480號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 11:00~22:00,"(24.160101, 120.638505)",Starbucks Wi-Fi 無線上網
大英門市,台中市南屯區公益路二段131號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~22:00,"(24.150719, 120.648523)","Nitro Cold Brew 氮氣冷萃咖啡, Pour Over 手沖咖啡, Starbucks Reserve™ 典藏咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
市政門市,台中市西屯區市政路581號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(24.160653, 120.634808)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
中榮門市,台中市西屯區台灣大道四段1650號1樓,星期一、星期二、星期三、星期四、星期五 07:00~19:00，星期六、星期日 07:00~16:00,"(24.183247, 120.603874)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
五權門市,台中市西區五權西路一段277號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(24.139923, 120.655243)","Pour Over 手沖咖啡, Starbucks Reserve™ 典藏咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
國資圖門市,台中市南區五權南路100號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(24.127137, 120.670445)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
MITSUI台中門市,台中市梧棲區台灣大道十段168號,星期一、星期二、星期三、星期四、星期五 11:00~21:30，星期六、星期日 10:30~21:30,"(24.259622, 120.517384)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
埔里門市,南投縣埔里鎮中山路三段245號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(23.968297, 120.958892)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
向心門市,台中市南屯區文心路一段197號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(24.142511, 120.646564)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
五權惠中門市,台中市南屯區五權西路二段658號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(24.141772, 120.640083)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台中龍井門市,台中市龍井區沙田路六段339號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(24.214931, 120.551868)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
大里門市,台中市大里區國光路二段411-1號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(24.109456, 120.679469)",Starbucks Wi-Fi 無線上網
文心秀泰門市,台中市南屯區文心南路289號1F,星期一、星期二、星期三、星期四、星期五 11:00~22:00，星期六、星期日 10:30~22:00,"(24.129638, 120.646201)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
永春東門市,台中市南屯區永春東路1340號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~22:00,"(24.137537, 120.632849)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
中山醫門市,台中市南區建國北路一段110號,星期一、星期二、星期三、星期四、星期五 07:00~20:00，星期六、星期日 07:00~17:00,"(24.121399, 120.650930)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
文心大慶門市,台中市南區文心南路542號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(24.120239, 120.651058)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
大里中興門市,台中市大里區中興路一段173之25號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(24.089165, 120.694471)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
花蓮理想門市,花蓮縣壽豐鄉豐坪路三段289號,星期一、星期二、星期三、星期四 09:00~19:00，星期五、星期六、星期日 08:00~19:00,"(23.868239, 121.533520)",Nitro Cold Brew 氮氣冷萃咖啡
烏日中山門市,台中市烏日區中山路一段688號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(24.105608, 120.632178)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
烏日門市,台中市烏日區站區二路8號2樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:00~22:00,"(24.11171, 120.615859)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務"
台中大肚門市,台中市大肚區沙田路二段178號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(24.139545, 120.550331)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
彰化金馬門市,彰化縣彰化市金馬路二段85號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(24.095980, 120.546729)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
草屯門市,南投縣草屯鎮中正路857之1號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(23.983705, 120.685659)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
日月潭門市,南投縣魚池鄉中山路101號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:30~20:00,"(23.865338, 120.912247)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
彰基二,彰化縣彰化市南校街135號(門診大樓1樓大廳掛號區),星期一、星期二、星期三、星期四、星期五 07:00~20:30，星期六、星期日 07:30~16:00,"(24.071947, 120.544578)",Starbucks Wi-Fi 無線上網
彰基門市,彰化縣彰化市旭光路235號,星期一、星期二、星期三、星期四、星期五 07:00~20:30，星期六、星期日 07:00~17:30,"(24.071193, 120.545427)",Starbucks Wi-Fi 無線上網
